Asset #,Serial Number,Vendor,Desktop Model,Location,Details,IP Address,Operating System,Configuration ID,Invoice Date,Warranty Expiry Date,Warranty Expired,PO #,Invoice #,Cost Centre,Purchase Price,Purchasing Approved,Status,has the service tag,output,orig.order,,,Serial Number,,,Company Name Billing,Company Name Shipping,Customer Num,PO Num,Dell Order Number,Master Inv Num,Invoice Num,Group Desc,Product Desc,Brand Desc,Item Num,Item Long Name,System Qty,Order Qty,Total Rev Retail USD,Total Rev Disc USD,Freight Charges,Sales Tax USD,Vat Amt Local Currency,Order Status Desc,Order Date,Ship By Date,Shipped Date,Inv Date,Service Tags,,Serial Numberfootprints
US14730,5WF8SD2,Dell Inc.,OptiPlex 7040,Unassigned,desktop,10.148.2.108,Microsoft Windows 7 Professional x64,CPL,,10/5/2019 23:59,Active,,,,,,1,353,5WF8SD2,664,1,,5WF8SD2,5wf8sd2,5WF8SD2,CLINICAL PATHOLOGY LABORATORIE,CPL,137995733,CPL83398,716699356,XJK94KF79,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$21.00 ,$0.00 ,$0.00 ,0,Invoiced,10/31/2014,11/6/2014,10/31/2014,10/31/2014,,,5WF8SD2
US14784,6DGDSD2,Dell Inc.,OptiPlex 7040,Unassigned,desktop,10.148.2.136,Microsoft Windows 7 Professional x64,CPL,,10/7/2019 23:59,Active,,,,,,1,354,6DGDSD2,687,1,,6DGDSD2,6dgdsd2,6DGDSD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL81881,728299047,XJKM63N41,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$21.00 ,$0.00 ,$0.00 ,0,Invoiced,11/20/2014,11/26/2014,11/20/2014,11/20/2014,,,6DGDSD2
US20228,DKN9SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.134.147,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,9,355,"DKN8SD2,DKN9SD2,DKNBSD2",226,9,,DKN9SD2,dkn9sd2,DKN9SD2,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,BASE WARRANTY,997-9464,Dell Limited Hardware Warranty Plus Service,0,-6,"($1,968.00)","($1,968.00)",$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,DKN9SD2
US20248,DKQCSD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.29.100,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,145,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",889,145,,DKQCSD2,dkqcsd2,DKQCSD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,SRL113520,817953348,XJP2JJ419,,CS SOFTWARE AND PERIPHERALS,CLIENT PERIPHERALS,DELL-BRANDED,331-7947,"E-Port Plus, 240W Advanced Port Replicator, USB 3.0, Dell Mobile Precision, Customer Kit",0,1,$219.99 ,$169.39 ,$0.00 ,$0.00 ,0,Invoiced,5/1/2015,5/5/2015,5/4/2015,5/4/2015,,,DKQCSD2
US20233,DKP6SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.29.119,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,25,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",906,25,,DKP6SD2,dkp6sd2,DKP6SD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL115654,826723294,XJP7MT888,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,2,2,"$2,502.80 ","$1,420.04 ",$0.00 ,$0.00 ,0,Invoiced,5/20/2015,5/20/2015,5/21/2015,5/21/2015,"H48JC42,H4WFC42",,DKP6SD2
US20244,DKQ7SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.29.120,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,113,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",908,113,,DKQ7SD2,dkq7sd2,DKQ7SD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL116120,828291282,XJP879F44,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.40 ",$710.02 ,$0.00 ,$0.00 ,0,Invoiced,5/22/2015,5/27/2015,5/23/2015,5/24/2015,B5XWG42,,DKQ7SD2
US20242,DKQ5SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.29.129,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,97,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",915,97,,DKQ5SD2,dkq5sd2,DKQ5SD2,CLINICAL PATHOLOGY LABORATORIE,CPL,137995733,CPL89089,832302364,XJP9KKFF8,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$11.00 ,$0.00 ,$0.00 ,0,Invoiced,5/28/2015,6/2/2015,5/29/2015,5/29/2015,,,DKQ5SD2
US20249,DKQDSD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.29.146,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,153,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",932,153,,DKQDSD2,dkqdsd2,DKQDSD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL119328,844358735,XJPNW3X61,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.55 ",$671.40 ,$0.00 ,$0.00 ,0,Invoiced,6/19/2015,6/22/2015,6/24/2015,6/24/2015,4CQMV42,,DKQDSD2
US20241,DKQ4SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.29.15,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,89,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",935,89,,DKQ4SD2,dkq4sd2,DKQ4SD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL119469,844640660,XJPN6RF46,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,6,6,"$7,507.75 ","$4,028.40 ",$0.00 ,$0.00 ,0,Invoiced,6/19/2015,6/23/2015,6/22/2015,6/22/2015,"2WRKV42,3TRKV42,3ZRKV42,9WRKV42,9ZRKV42,FWRKV42",,DKQ4SD2
US20240,DKQ3SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.29.153,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,81,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",938,81,,DKQ3SD2,dkq3sd2,DKQ3SD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL119611,846189211,XJPNTC2R7,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,6,6,"$7,507.75 ","$4,028.40 ",$0.00 ,$0.00 ,0,Invoiced,6/23/2015,6/25/2015,6/24/2015,6/24/2015,"12TTG42,81TTG42,9TSTG42,CSSTG42,F4TTG42,H3TTG42",,DKQ3SD2
US20234,DKP7SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.29.2,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,33,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",968,33,,DKP7SD2,dkp7sd2,DKP7SD2,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATIES,137995733,CPL122221,854230410,XJPX314T8,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.29 ",$671.40 ,$0.00 ,$0.00 ,0,Invoiced,7/9/2015,7/13/2015,7/10/2015,7/10/2015,5L3MV42,,DKP7SD2
US20237,DKPBSD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.29.55,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,57,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",1014,57,,DKPBSD2,dkpbsd2,DKPBSD2,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABS,137995733,CPL119620,867897486,XJR7C29X7,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$10.00 ,$0.00 ,$0.00 ,0,Invoiced,8/5/2015,8/11/2015,8/5/2015,8/5/2015,,,DKPBSD2
US20253,DKR6SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.29.85,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,185,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",1043,185,,DKR6SD2,dkr6sd2,DKR6SD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL127380,875276079,XJRDTDWW4,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.55 ",$671.40 ,$0.00 ,$0.00 ,0,Invoiced,8/19/2015,8/21/2015,8/21/2015,8/21/2015,35TS052,,DKR6SD2
US20247,DKQBSD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.29.94,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,137,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",1052,137,,DKQBSD2,dkqbsd2,DKQBSD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,122808,879252860,XJRJFJ4F4,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$21.00 ,$0.00 ,$0.00 ,0,Invoiced,8/27/2015,9/2/2015,8/27/2015,8/27/2015,,,DKQBSD2
US20236,DKP9SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.44.175,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,49,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",1229,49,,DKP9SD2,dkp9sd2,DKP9SD2,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL143597,935941076,XJW5W6K37,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,11,11,"$9,781.79 ","$4,389.11 ",$0.00 ,$0.00 ,0,Invoiced,12/21/2015,12/23/2015,1/7/2016,1/7/2016,"B37G082,B3BL082,B3DG082,B3DH082,B3TL082,B41K082,B4FF082,B4LF082,B7NJ082,B7SK082,B7VJ082",,DKP9SD2
US20252,DKR5SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.46.130,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,177,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",1240,177,,DKR5SD2,dkr5sd2,DKR5SD2,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL143597,935943817,XJW645WF5,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,48,48,"$42,684.19 ","$19,152.48 ",$0.00 ,$0.00 ,0,Invoiced,12/21/2015,12/23/2015,1/8/2016,1/8/2016,"2G1F082,2G6L082,2G9G082,2GMH082,2H9F082,2HJD082,B35F082,B35K082,B40J082,B45L082,B47H082,B4GK082,B4NJ082,B4QF082,B51J082,B53F082,B56F082,B6KK082,B6PJ082,B6SL082,B6VL082,B6WD082,B6ZD082,B6ZK082,B77H082,B79L082,B7BJ082,B7GJ082,B7LH082,B7PG082,B7QJ082,B7RL082,B7TH082,B7WF082,B7ZG082,B7ZH082,B80H082,B83L082,B86F082,B8DH082,B8DJ082,B8MJ082,CD0K082,CD5G082,CD6J082,CD6K082,CD6L082,CD8H082",,DKR5SD2
US20251,DKR4SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.46.172,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,169,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",1279,169,,DKR4SD2,dkr4sd2,DKR4SD2,CLINICAL PATHOLOGY LABORATORIE,CPL,137995733,CPL149795,949923904,XJWJ88N21,,EUC Mobility,Latitude,LATITUDE 3150,210-ADZP,Dell Latitude 3150,15,15,"$15,198.69 ","$8,869.50 ",$975.00 ,$0.00 ,0,Invoiced,2/2/2016,2/12/2016,2/11/2016,2/11/2016,"10PL982,20PL982,30PL982,40PL982,50PL982,60PL982,70PL982,80PL982,BZNL982,CZNL982,DZNL982,FZNL982,GZNL982,HZNL982,JZNL982",,DKR4SD2
US20231,DKP4SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.46.175,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,9,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",1282,9,,DKP4SD2,dkp4sd2,DKP4SD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL150092,950843892,XJWF3DC83,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,168.83 ",$617.40 ,$0.00 ,$0.00 ,0,Invoiced,2/4/2016,2/5/2016,2/4/2016,2/4/2016,C8FWG42,,DKP4SD2
US20230,DKP3SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.46.182,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,1,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",1290,1,,DKP3SD2,dkp3sd2,DKP3SD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,SHC152064,955825738,XJWM7KND6,,CS SOFTWARE AND PERIPHERALS,CLIENT PERIPHERALS,DELL-BRANDED,330-0875,"E/Monitor CRT Monitor Stand, Dell Latitude E-Family/Mobile  Precision, Customer Kit",0,1,$109.99 ,$82.49 ,$0.00 ,$0.00 ,0,Invoiced,2/19/2016,2/22/2016,2/19/2016,2/19/2016,,,DKP3SD2
US20232,DKP5SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.46.192,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,17,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",1302,17,,DKP5SD2,dkp5sd2,DKP5SD2,CLINICAL PATHOLOGY LABORATORIE,CPL SAN ANTONIO TX,137995733,CPL143597,957970961,XJWNJFD55,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$146.00 ,$0.00 ,$0.00 ,0,Invoiced,2/26/2016,2/29/2016,2/26/2016,2/26/2016,,,DKP5SD2
US20250,DKR3SD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.46.199,Microsoft Windows 7 Professional x64,CPL,,10/11/2019 23:59,Active,,,,,,161,356,"DKP3SD2,DKP4SD2,DKP5SD2,DKP6SD2,DKP7SD2,DKP8SD2,DKP9SD2,DKPBSD2,DKPCSD2,DKPDSD2,DKQ3SD2,DKQ4SD2,DKQ5SD2,DKQ6SD2,DKQ7SD2,DKQ8SD2,DKQ9SD2,DKQBSD2,DKQCSD2,DKQDSD2,DKR3SD2,DKR4SD2,DKR5SD2,DKR6SD2,DKR7SD2",1310,161,,DKR3SD2,dkr3sd2,DKR3SD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL153725,959435328,XJWPK2T15,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,4,4,"$4,675.32 ","$2,469.60 ",$0.00 ,$0.00 ,0,Invoiced,3/2/2016,3/3/2016,3/2/2016,3/2/2016,"CX19D92,CX4DD92,CXD8D92,CXM8D92",,DKR3SD2
US20255,37GLSD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.131.203,Microsoft Windows 7 Professional x64,CPL,,10/17/2019 23:59,Active,,,,,,1,357,"37GLSD2,37GMSD2",198,1,,37GLSD2,37glsd2,37GLSD2,CPLSE,CPLSE,132936491,SEC146013,942464856,XJW6X1M57,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,1,1,$784.14 ,$428.69 ,$0.00 ,$0.00 ,0,Invoiced,1/12/2016,1/13/2016,1/12/2016,1/12/2016,G050182,,37GLSD2
US20260,9XXMSD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.46.162,Microsoft Windows 7 Professional x64,CPL,,10/21/2019 23:59,Active,,,,,,1,362,"9XXMSD2,9XXNSD2",1270,1,,9XXMSD2,9xxmsd2,9XXMSD2,CLINICAL PATHOLOGY LABORATORIE,SONIC HEALTHCARE USA,137995733,CPL142310,945312383,XJW8P6TP3,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$5.00 ,$0.00 ,$0.00 ,0,Invoiced,1/20/2016,1/22/2016,1/20/2016,1/20/2016,,,9XXMSD2
US14728,GVRYSC2,Dell Inc.,Latitude E7450,Unassigned,laptop,10.148.2.164,Microsoft Windows 7 Professional x64,CPL,,11/14/2019 23:59,Active,,,,,,1,372,GVRYSC2,712,1,,GVRYSC2,gvrysc2,GVRYSC2,CLINICAL PATHOLOGY LABORATORIE,CPL,137995733,CPL84487,741088427,XJM1D5488,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$11.00 ,$0.00 ,$0.00 ,0,Invoiced,12/9/2014,12/15/2014,12/9/2014,12/9/2014,,,GVRYSC2
US14600,C7MMMD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.2.176,Microsoft Windows 7 Professional x64,CPL,,11/7/2019 23:59,Active,,,,,,9,373,"C7MLMD2,C7MMMD2",721,9,,C7MMMD2,c7mmmd2,C7MMMD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL95672,748056781,XJM5T6D52,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.40 ",$710.02 ,$0.00 ,$0.00 ,0,Invoiced,12/19/2014,12/23/2014,12/19/2014,12/19/2014,BL81S22,,C7MMMD2
US14703,C7MLMD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.29.27,Microsoft Windows 7 Professional x64,CPL,,11/7/2019 23:59,Active,,,,,,1,373,"C7MLMD2,C7MMMD2",989,1,,C7MLMD2,c7mlmd2,C7MLMD2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL122950,857422907,XJR697352,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,2,2,"$2,502.58 ","$1,342.80 ",$0.00 ,$0.00 ,0,Invoiced,7/16/2015,7/20/2015,7/31/2015,7/31/2015,"9KZHV42,GKZHV42",,C7MLMD2
US14699,GDBMMD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.137.50,Microsoft Windows 7 Professional x64,CPL,,11/9/2019 23:59,Active,,,,,,1,374,GDBMMD2,267,1,,GDBMMD2,gdbmmd2,GDBMMD2,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,EUC Mobility,LATITUDE,CREDANT,422-0007,Dell Data Protection Security Tools Digital Delivery/NB,0,-1,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,GDBMMD2
US14677,CTR0CG2,Dell Inc.,Latitude E7470,Unassigned,laptop,10.148.2.124,Microsoft Windows 7 Professional x64,CPL,,11/9/2019 23:59,Active,,,,,,1,376,"CTR0CG2,DQ12CG2,F1C2CG2",677,1,,CTR0CG2,ctr0cg2,CTR0CG2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL91572,726549062,XJKKK8326,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.40 ",$710.02 ,$0.00 ,$0.00 ,0,Invoiced,11/18/2014,11/20/2014,11/19/2014,11/19/2014,CH4QP22,,CTR0CG2
US14679,DQ12CG2,Dell Inc.,Latitude E7470,Unassigned,laptop,10.148.2.198,Microsoft Windows 7 Professional x64,CPL,,11/9/2019 23:59,Active,,,,,,9,376,"CTR0CG2,DQ12CG2,F1C2CG2",742,9,,DQ12CG2,dq12cg2,DQ12CG2,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL97815,755725039,XJMFKCNF8,,EUC Mobility,Latitude,LATITUDE E7440,210-AAWJ,Latitude E7440,1,1,"$2,660.53 ","$1,483.94 ",$0.00 ,$0.00 ,0,Invoiced,1/8/2015,1/22/2015,1/16/2015,1/16/2015,35QPK12,,DQ12CG2
US14680,F1C2CG2,Dell Inc.,Latitude E7470,Unassigned,laptop,10.149.144.25,Microsoft Windows 7 Professional x64,CPL,,11/9/2019 23:59,Active,,,,,,17,376,"CTR0CG2,DQ12CG2,F1C2CG2",1443,17,,F1C2CG2,f1c2cg2,F1C2CG2,,,,,,,,,,,,,,,,,,,,,,,,,,,F1C2CG2
